file_name,positive,negative,net_value,total_words,business,cc_words,environment_word,gen_word,philanthrophy,product,sh_value_value,value_cr_value,labor_relation_value,labor_cost_value,health_value,evaluation_value,demo_value,diversity_value,attract_value,net_ratio,posi_ratio,nega_ratio,name,year
0090.HK,8,17,66,21,13,20,22,3,1,0,0,0,1,12,22,3,19,13,13,54,24,41,00090.pdf,88
2127.HK,8,17,66,13,9,2,8,3,0,0,0,4,0,14,15,3,13,11,9,39,38,66,02127.pdf,88
2066.HK,22,16,81,23,7,7,7,6,6,0,0,4,6,8,7,6,24,25,7,75,59,35,02066.pdf,88
3669.HK,8,12,74,11,6,5,6,2,11,0,0,4,11,6,10,2,17,10,6,54,45,52,03669.pdf,88
0396.HK,2,2,82,4,1,1,4,0,1,0,0,0,1,2,3,0,4,3,1,64,37,36,00396.pdf,88
2048.HK,9,11,76,17,4,5,5,0,4,0,0,0,4,11,7,0,24,14,4,65,33,34,02048.pdf,88
0257.HK,19,17,77,48,6,9,21,2,1,0,0,4,1,23,13,2,11,11,6,74,25,18,00257.pdf,88
2599.HK,28,24,75,45,11,8,10,4,17,0,0,4,17,16,20,4,28,33,11,72,39,27,02599.pdf,88
3319.HK,31,25,77,35,14,13,16,5,20,33,33,9,20,18,25,5,43,41,14,73,56,36,03319.pdf,88
1093.HK,25,29,65,30,12,7,16,3,11,0,0,4,11,20,29,3,33,26,12,59,51,49,01093.pdf,88
0291.HK,25,28,66,43,14,19,22,7,11,0,0,9,11,24,29,7,36,29,14,66,35,33,00291.pdf,88
1321.HK,8,9,78,14,5,6,8,2,4,0,0,0,4,11,9,2,16,10,5,66,35,32,01321.pdf,88
0416.HK,26,32,63,32,8,9,11,9,3,33,33,9,3,11,15,9,35,28,8,59,50,49,00416.pdf,88
0034.HK,5,7,78,11,6,5,10,4,6,0,0,0,6,3,6,4,14,9,6,62,31,35,00034.pdf,88
1711.HK,5,9,76,17,3,2,3,1,3,0,0,0,3,3,4,1,13,10,3,64,20,26,01711.pdf,88
0672.HK,7,12,73,14,6,5,7,1,11,0,0,0,11,14,12,1,20,11,6,57,32,41,00672.pdf,88
0341.HK,24,23,74,33,7,3,16,10,3,0,0,4,3,9,12,10,24,25,7,69,46,34,00341.pdf,88
0157.HK,7,14,69,17,5,3,9,4,0,0,0,0,0,8,12,4,12,12,5,53,27,43,00157.pdf,88
1146.HK,5,5,81,5,3,4,9,2,3,0,0,4,3,3,4,2,7,4,3,62,57,49,01146.pdf,88
0423.HK,3,3,82,4,3,2,5,0,3,0,0,0,3,2,2,0,6,4,3,67,47,38,00423.pdf,88
6186.HK,22,21,74,25,7,5,14,3,6,0,0,0,6,14,16,3,23,26,7,67,55,42,06186.pdf,88
6969.HK,16,19,71,20,8,4,10,5,1,0,0,14,1,13,15,5,17,14,8,59,50,48,06969.pdf,88
1292.HK,22,19,77,24,13,10,15,3,0,0,0,14,0,9,28,3,29,23,13,70,55,39,01292.pdf,88
3678.HK,25,22,76,35,10,5,6,3,1,0,0,4,1,9,9,3,35,24,10,72,44,31,03678.pdf,88
3818.HK,7,9,77,10,5,4,7,1,3,0,0,0,3,4,7,1,12,10,5,59,43,45,03818.pdf,88
0609.HK,9,10,77,15,6,3,14,1,4,0,0,0,4,8,17,1,12,8,6,66,40,35,00609.pdf,88
8232.HK,2,4,80,4,4,1,3,0,3,0,0,0,3,3,5,0,5,3,4,48,38,55,08232.pdf,88
1446.HK,10,17,68,18,10,6,18,7,6,0,0,4,6,9,12,7,22,16,10,54,34,46,01446.pdf,88
8510.HK,3,6,78,5,1,1,4,0,0,0,0,0,0,4,3,0,9,3,1,46,38,57,08510.pdf,88
0152.HK,9,18,66,16,11,14,13,4,0,0,0,0,0,13,15,4,15,13,11,48,34,54,00152.pdf,88
8328.HK,5,10,73,13,5,8,8,0,3,0,0,0,3,7,8,0,16,9,5,55,23,39,08328.pdf,88
1262.HK,13,13,77,17,6,4,8,2,9,0,0,0,9,6,12,2,19,16,6,66,47,39,01262.pdf,88
1753.HK,11,16,71,16,5,5,8,6,1,0,0,9,1,9,8,6,20,13,5,55,46,51,01753.pdf,88
9908.HK,17,15,78,18,7,10,10,4,1,0,0,4,1,10,22,4,22,15,7,70,58,40,09908.pdf,88
2101.HK,9,14,71,13,7,9,11,2,3,0,0,9,3,12,10,2,20,12,7,50,43,56,02101.pdf,88
1257.HK,21,41,44,50,29,17,54,23,0,0,0,9,0,42,47,23,36,33,29,55,25,41,01257.pdf,88
1987.HK,3,12,69,9,11,4,9,1,0,0,0,0,0,6,16,1,11,9,11,32,23,66,01987.pdf,88
1608.HK,13,21,65,19,11,12,25,4,0,0,0,4,0,8,14,4,14,14,11,49,42,56,01608.pdf,88
8646.HK,6,11,73,9,4,3,10,3,3,0,0,0,3,10,8,3,14,8,4,44,40,61,08646.pdf,88
8291.HK,2,4,79,4,2,1,4,1,1,0,0,0,1,3,6,1,4,3,2,46,34,56,08291.pdf,88
0420.HK,9,18,65,16,7,6,16,0,1,0,0,0,1,11,16,0,13,12,7,43,34,59,00420.pdf,88
2115.HK,3,6,78,4,4,4,3,0,0,0,0,0,0,3,6,0,5,4,4,44,43,62,02115.pdf,88
1747.HK,7,15,68,15,7,3,8,4,6,0,0,4,6,6,11,4,17,11,7,48,30,51,01747.pdf,88
8203.HK,3,5,79,5,3,2,3,0,1,0,0,0,1,5,6,0,7,5,3,50,42,54,08203.pdf,88
2738.HK,11,14,73,14,12,9,14,3,4,0,0,0,4,10,21,3,19,14,12,58,46,48,02738.pdf,88
1301.HK,22,27,65,25,17,7,31,9,0,0,0,4,0,15,27,9,32,24,17,56,54,54,01301.pdf,88
0868.HK,18,25,64,37,9,12,16,0,3,0,0,0,3,18,26,0,33,23,9,63,30,33,00868.pdf,88
0910.HK,3,5,78,7,3,0,5,0,3,0,0,0,3,8,4,0,12,5,3,59,23,35,00910.pdf,88
1066.HK,8,15,69,18,11,9,13,1,4,0,0,0,4,14,21,1,20,11,11,55,28,42,01066.pdf,88
6111.HK,22,19,77,27,8,10,10,3,30,0,0,0,30,13,17,3,25,23,8,71,50,35,06111.pdf,88
0568.HK,16,15,77,16,9,7,10,3,1,0,0,0,1,11,17,3,21,14,9,66,65,49,00568.pdf,88
8179.HK,3,7,76,7,4,3,6,1,0,0,0,0,0,4,6,1,10,7,4,47,33,55,08179.pdf,88
0573.HK,2,2,82,3,0,0,2,0,4,0,0,0,4,3,2,0,5,3,0,67,46,37,00573.pdf,88
0560.HK,9,14,72,15,4,3,7,1,0,0,0,9,0,5,14,1,18,11,4,56,39,47,00560.pdf,88
6677.HK,20,26,65,33,10,12,12,7,17,0,0,0,17,11,18,7,29,25,10,62,38,39,06677.pdf,88
1588.HK,19,16,79,18,5,6,7,4,3,0,0,4,3,20,10,4,28,18,5,70,63,43,01588.pdf,88
1184.HK,2,4,79,4,3,0,5,1,3,0,0,0,3,3,4,1,6,4,3,51,36,51,01184.pdf,88
2772.HK,24,24,71,37,6,5,9,2,17,0,0,14,17,12,15,2,21,26,6,68,40,33,02772.pdf,88
3323.HK,21,24,68,27,16,14,23,2,11,0,0,0,11,19,24,2,25,22,16,62,48,45,03323.pdf,88
1107.HK,20,25,65,34,11,22,16,3,4,0,0,9,4,21,17,3,31,31,11,62,35,37,01107.pdf,88
8045.HK,5,4,82,5,2,2,6,1,3,0,0,0,3,4,3,1,9,6,2,70,64,44,08045.pdf,88
8113.HK,2,2,83,2,1,1,3,0,0,0,0,0,0,1,1,0,4,3,1,69,49,37,08113.pdf,88
0765.HK,7,13,70,10,9,11,13,1,6,0,0,0,6,12,14,1,17,10,9,41,41,65,00765.pdf,88
0312.HK,10,17,69,21,7,8,11,5,0,0,0,4,0,8,18,5,21,11,7,58,31,41,00312.pdf,88
8073.HK,8,13,73,15,6,2,9,2,3,0,0,0,3,12,12,2,19,11,6,57,32,42,08073.pdf,88
8053.HK,9,13,72,13,9,12,14,2,4,0,0,0,4,10,11,2,11,11,9,52,41,52,08053.pdf,88
8391.HK,8,11,75,11,8,5,14,6,0,33,33,0,0,9,11,6,13,9,8,55,47,52,08391.pdf,88
0691.HK,13,17,71,18,8,6,13,1,8,0,0,0,8,8,20,1,13,15,8,58,44,46,00691.pdf,88
1875.HK,26,21,78,27,9,5,10,3,4,0,0,0,4,13,20,3,29,24,9,72,59,38,01875.pdf,88
8172.HK,1,4,79,4,2,3,2,0,0,0,0,0,0,2,4,0,8,5,2,44,24,52,08172.pdf,88
2728.HK,3,4,80,5,2,1,5,3,0,0,0,0,0,5,4,3,9,4,2,57,38,44,02728.pdf,88
6855.HK,17,24,65,20,8,4,10,4,11,33,33,4,11,15,19,4,20,26,8,51,54,60,06855.pdf,88
8607.HK,4,5,80,6,0,0,3,0,1,0,0,0,1,11,5,0,6,5,0,62,42,42,08607.pdf,88
8139.HK,5,8,77,8,2,0,7,1,1,0,0,0,1,8,8,1,11,6,2,56,38,46,08139.pdf,88
0123.HK,26,27,69,36,14,18,16,6,4,0,0,0,4,16,22,6,38,36,14,66,44,38,00123.pdf,88
2363.HK,3,4,80,5,3,1,4,0,1,0,0,0,1,7,5,0,7,5,3,55,40,48,02363.pdf,88
0753.HK,32,21,84,31,14,11,14,8,3,0,0,4,3,13,19,8,33,25,14,78,64,33,00753.pdf,88
0265.HK,8,16,68,14,5,4,10,3,0,0,0,0,0,12,10,3,15,13,5,48,36,55,00265.pdf,88
1528.HK,17,18,74,22,6,5,9,3,1,0,0,4,1,16,17,3,26,19,6,66,48,40,01528.pdf,88
0001.HK,63,51,70,64,27,30,58,20,11,0,0,9,11,25,26,20,55,53,27,72,61,40,00001.pdf,88
2382.HK,18,29,59,33,14,10,16,5,3,33,33,4,3,24,37,5,39,31,14,56,34,44,02382.pdf,88
3331.HK,19,25,65,30,12,14,20,7,0,0,0,14,0,26,25,7,28,29,12,60,39,42,03331.pdf,88
1842.HK,3,5,78,5,2,0,4,0,0,0,0,0,0,6,4,0,8,4,2,48,38,55,01842.pdf,88
1039.HK,7,13,70,15,9,12,13,4,0,0,0,0,0,6,9,4,14,8,9,52,29,46,01039.pdf,88
0227.HK,6,18,64,15,11,15,16,1,4,0,0,0,4,13,16,1,28,17,11,41,27,58,00227.pdf,88
0716.HK,14,15,76,22,6,8,12,6,3,0,0,0,3,10,16,6,19,15,6,68,39,33,00716.pdf,88
8178.HK,6,12,72,12,6,14,14,1,0,0,0,4,0,10,8,1,21,13,6,48,31,51,08178.pdf,88
1839.HK,22,20,75,29,12,8,16,4,1,0,0,14,1,17,23,4,21,23,12,70,46,35,01839.pdf,88
1075.HK,24,17,82,20,5,0,4,2,1,0,0,4,1,8,7,2,26,18,5,76,76,42,01075.pdf,88
8416.HK,6,9,75,9,6,9,8,1,4,0,0,0,4,7,8,1,17,10,6,52,40,51,08416.pdf,88
1623.HK,7,16,67,14,6,4,10,1,1,0,0,0,1,13,16,1,15,13,6,44,32,57,01623.pdf,88
1103.HK,7,11,74,11,7,1,8,2,3,0,0,4,3,10,17,2,13,12,7,52,39,51,01103.pdf,88
6816.HK,3,8,75,8,4,3,6,1,1,0,0,0,1,6,9,1,16,6,4,46,24,50,06816.pdf,88
1812.HK,10,17,68,16,9,8,15,2,0,0,0,4,0,19,14,2,20,13,9,50,40,54,01812.pdf,88
3383.HK,18,23,67,30,15,19,20,3,29,0,0,0,29,11,29,3,22,31,15,62,38,39,03383.pdf,88
0117.HK,11,24,59,28,16,6,26,2,3,0,0,4,3,24,29,2,23,16,16,52,25,43,00117.pdf,88
2007.HK,43,44,61,56,21,19,16,13,22,0,0,9,22,25,35,13,49,56,21,66,48,39,02007.pdf,88
9906.HK,5,9,75,10,3,2,6,1,1,0,0,0,1,5,8,1,19,15,3,55,33,45,09906.pdf,88
0522.HK,13,11,80,14,4,0,6,2,3,0,0,4,3,10,9,2,14,11,4,71,57,39,00522.pdf,88
8401.HK,5,11,72,9,5,1,7,2,1,0,0,4,1,8,9,2,15,8,5,43,37,61,08401.pdf,88
9993.HK,14,15,75,17,7,4,7,4,11,0,0,9,11,6,12,4,14,15,7,64,51,44,09993.pdf,88
9990.HK,10,15,71,15,7,3,8,4,4,0,0,0,4,17,12,4,21,14,7,54,43,52,09990.pdf,88
6900.HK,22,21,74,27,9,11,9,5,6,0,0,0,6,12,15,5,23,23,9,68,51,39,06900.pdf,88
0019.HK,39,45,56,51,27,28,57,22,8,0,0,0,8,17,16,22,31,48,27,62,47,43,00019.pdf,88
6805.HK,7,15,69,13,6,4,12,2,1,0,0,0,1,7,13,2,13,9,6,46,36,57,06805.pdf,88
6158.HK,27,21,78,42,11,11,10,3,16,0,0,0,16,11,13,3,25,28,11,74,40,26,06158.pdf,88
1901.HK,7,14,70,13,3,1,4,2,0,0,0,0,0,8,11,2,18,12,3,47,36,55,01901.pdf,88
3360.HK,26,31,64,39,14,25,21,5,8,0,0,19,8,16,28,5,43,42,14,63,41,40,03360.pdf,88
8249.HK,4,10,74,11,3,2,5,1,0,0,0,4,0,8,8,1,16,10,3,52,27,45,08249.pdf,88
2202.HK,41,39,67,55,25,23,21,4,4,0,0,0,4,24,29,4,43,62,25,69,47,35,02202.pdf,88
8491.HK,6,13,70,15,5,2,8,2,1,0,0,4,1,7,10,2,11,11,5,53,25,42,08491.pdf,88
0817.HK,33,20,86,34,14,16,15,7,12,0,0,4,12,16,17,7,23,33,14,80,59,29,00817.pdf,88
8360.HK,6,10,75,9,7,3,9,2,3,0,0,4,3,8,9,2,11,8,7,51,45,56,08360.pdf,88
6833.HK,3,7,76,8,2,0,2,0,3,0,0,0,3,5,4,0,8,5,2,52,28,46,06833.pdf,88
1120.HK,6,11,72,9,8,6,9,1,1,0,0,0,1,5,13,1,13,9,8,44,38,59,01120.pdf,88
6888.HK,3,4,80,5,4,5,5,1,1,0,0,0,1,3,6,1,7,4,4,58,34,41,06888.pdf,88
6127.HK,6,9,76,9,4,2,5,0,0,0,0,0,0,9,10,0,9,7,4,53,41,52,06127.pdf,88
3309.HK,4,8,75,9,4,3,5,1,0,0,0,0,0,2,5,1,7,6,4,51,28,46,03309.pdf,88
2099.HK,27,23,76,32,19,11,22,14,3,66,66,0,3,17,39,14,34,28,19,71,53,36,02099.pdf,88
1571.HK,8,15,70,13,9,9,13,2,0,0,0,0,0,8,15,2,19,11,9,47,37,55,01571.pdf,88
6822.HK,5,11,72,10,6,2,10,0,0,0,0,4,0,3,9,0,13,9,6,45,36,58,06822.pdf,88
1697.HK,21,12,87,19,5,4,5,1,53,0,0,14,53,6,9,1,20,16,5,83,68,31,01697.pdf,88
8512.HK,5,6,80,6,5,5,7,2,1,0,0,0,1,6,7,2,10,6,5,61,48,46,08512.pdf,88
8403.HK,4,7,78,6,2,1,5,0,0,0,0,0,0,6,5,0,11,6,2,52,45,55,08403.pdf,88
1823.HK,2,6,77,5,3,2,5,0,1,0,0,0,1,4,6,0,9,5,3,46,31,55,01823.pdf,88
8042.HK,3,4,79,4,0,0,1,1,0,0,0,0,0,5,2,1,10,5,0,52,38,51,08042.pdf,88
0698.HK,13,18,69,17,11,10,17,7,3,0,0,9,3,10,16,7,21,15,11,54,46,53,00698.pdf,88
0334.HK,17,22,67,22,12,6,12,6,1,0,0,0,1,9,31,6,21,19,12,57,47,50,00334.pdf,88
0346.HK,7,11,73,11,8,8,10,1,1,0,0,0,1,6,14,1,15,10,8,50,41,54,00346.pdf,88
0751.HK,7,10,75,11,7,8,10,4,0,0,0,0,0,6,9,4,11,11,7,56,37,46,00751.pdf,88
8036.HK,5,11,72,9,3,2,7,1,0,0,0,0,0,5,5,1,12,8,3,39,35,64,08036.pdf,88
1451.HK,4,9,75,7,7,8,10,1,1,0,0,0,1,7,11,1,11,6,7,43,40,62,01451.pdf,88
6100.HK,6,8,78,9,4,2,4,1,6,0,0,0,6,9,7,1,19,8,4,60,47,46,06100.pdf,88
8511.HK,6,10,74,8,5,4,7,1,1,0,0,0,1,2,7,1,12,8,5,46,45,61,08511.pdf,88
8066.HK,8,16,67,12,11,11,15,5,1,0,0,0,1,18,15,5,18,13,11,39,39,67,08066.pdf,88
1553.HK,5,5,80,7,7,2,9,1,3,0,0,4,3,12,10,1,7,6,7,64,42,38,01553.pdf,88
0840.HK,2,5,78,5,3,1,4,0,3,0,0,0,3,6,5,0,4,4,3,47,32,53,00840.pdf,88
8188.HK,5,9,74,9,6,4,10,0,1,0,0,0,1,2,8,0,10,9,6,49,33,52,08188.pdf,88
8191.HK,3,3,82,4,1,1,4,0,1,33,33,0,1,5,3,0,9,4,1,66,51,41,08191.pdf,88
6098.HK,28,28,70,37,11,3,9,5,4,0,0,0,4,21,17,5,43,41,11,67,48,38,06098.pdf,88
8420.HK,4,7,77,7,3,2,5,1,4,0,0,0,4,7,6,1,10,5,3,49,41,56,08420.pdf,88
0380.HK,6,12,71,13,6,3,10,3,0,0,0,4,0,11,13,3,15,11,6,50,27,47,00380.pdf,88
2885.HK,4,9,74,10,3,2,5,1,0,0,0,0,0,3,6,1,11,6,3,53,23,41,02885.pdf,88
1238.HK,19,25,65,25,11,5,12,4,12,0,0,4,12,16,18,4,23,22,11,57,46,49,01238.pdf,88
0460.HK,27,35,59,41,15,17,17,3,9,0,0,4,9,14,39,3,33,31,15,61,41,42,00460.pdf,88
2319.HK,38,33,71,39,20,13,31,12,17,0,0,4,17,11,20,12,29,39,20,69,60,42,02319.pdf,88
8076.HK,12,16,71,14,10,9,12,2,1,33,33,0,1,7,12,2,24,15,10,51,53,59,08076.pdf,88
1762.HK,5,10,74,12,5,3,6,0,0,0,0,0,0,8,5,0,12,9,5,57,29,40,01762.pdf,88
0119.HK,8,10,76,13,5,4,6,1,3,0,0,0,3,5,10,1,13,10,5,62,37,39,00119.pdf,88
9916.HK,7,14,70,14,5,6,7,4,0,0,0,0,0,7,8,4,15,12,5,49,33,51,09916.pdf,88
3868.HK,25,33,59,32,22,76,32,5,3,0,0,0,3,23,45,5,31,27,22,56,48,51,03868.pdf,88
1052.HK,16,25,63,24,18,7,9,5,0,0,0,0,0,12,29,5,23,28,18,52,43,53,01052.pdf,88
0968.HK,35,34,68,54,20,49,44,6,11,0,0,4,11,34,33,6,34,30,20,69,39,31,00968.pdf,88
9909.HK,10,13,74,14,6,3,8,2,3,0,0,0,3,10,10,2,22,14,6,58,42,46,09909.pdf,88
0829.HK,14,25,60,20,10,12,15,2,6,0,0,0,6,21,23,2,25,20,10,45,42,61,00829.pdf,88
8657.HK,6,13,71,11,5,4,5,0,0,0,0,0,0,11,8,0,14,11,5,44,37,60,08657.pdf,88
6113.HK,4,3,82,5,2,1,2,0,8,0,0,0,8,4,3,0,8,4,2,69,50,38,06113.pdf,88
1194.HK,5,7,78,11,5,1,9,3,0,0,0,0,0,6,8,3,10,8,5,64,31,33,01194.pdf,88
0419.HK,7,11,74,13,5,5,6,2,3,0,0,0,3,8,9,2,14,11,5,57,33,42,00419.pdf,88
8418.HK,5,12,71,9,5,1,6,1,1,0,0,0,1,10,9,1,11,8,5,40,33,62,08418.pdf,88
8513.HK,7,11,74,10,7,1,9,2,3,0,0,4,3,7,10,2,13,10,7,52,45,55,08513.pdf,88
1929.HK,14,20,68,26,6,4,12,6,9,0,0,0,9,8,7,6,12,19,6,60,32,38,01929.pdf,88
8063.HK,5,8,77,6,4,2,5,1,0,0,0,0,0,5,6,1,8,7,4,47,50,63,08063.pdf,88
1529.HK,8,14,71,16,9,3,10,1,3,0,0,0,3,14,15,1,16,11,9,56,29,41,01529.pdf,88
0228.HK,8,16,68,14,7,19,20,3,1,0,0,14,1,17,12,3,27,14,7,45,36,58,00228.pdf,88
8337.HK,6,9,76,8,5,2,6,0,3,0,0,0,3,7,8,0,13,8,5,52,44,54,08337.pdf,88
6069.HK,22,20,76,23,6,6,11,4,12,33,33,9,12,11,8,4,32,23,6,68,60,43,06069.pdf,88
1205.HK,20,32,56,33,10,12,16,9,1,0,0,0,1,20,32,9,36,26,10,54,37,48,01205.pdf,88
0646.HK,4,6,78,6,4,2,5,2,4,0,0,4,4,4,5,2,5,6,4,50,43,56,00646.pdf,88
1685.HK,4,9,74,9,5,4,8,0,0,0,0,0,0,3,11,0,7,5,5,47,26,50,01685.pdf,88
0272.HK,32,27,75,29,17,18,22,13,11,0,0,0,11,9,15,13,31,40,17,69,67,46,00272.pdf,88
2128.HK,24,19,79,31,12,10,15,8,9,0,0,0,9,12,22,8,25,22,12,74,46,30,02128.pdf,88
0778.HK,11,13,74,14,6,5,12,16,8,0,0,14,8,5,7,16,17,19,6,60,45,46,00778.pdf,88
0270.HK,52,49,63,60,32,54,39,9,4,33,33,4,4,49,80,9,61,52,32,68,53,40,00270.pdf,88
1616.HK,6,11,74,14,4,4,6,3,0,0,0,0,0,8,9,3,15,10,4,58,30,40,01616.pdf,88
0093.HK,0,1,82,2,0,0,1,0,1,0,0,0,1,1,2,0,3,1,0,51,28,46,00093.pdf,88
0884.HK,38,34,70,50,13,20,15,7,41,0,0,0,41,24,26,7,48,44,13,70,47,34,00884.pdf,88
1691.HK,21,16,80,21,15,11,13,4,37,0,0,4,37,11,7,4,24,27,15,73,63,39,01691.pdf,88
6690.HK,69,60,63,83,40,33,37,12,19,0,0,9,19,28,55,12,81,70,40,71,52,36,06690.pdf,88
8400.HK,6,9,76,9,4,1,6,1,8,0,0,0,8,6,5,1,14,7,4,54,45,52,08400.pdf,88
1490.HK,3,7,75,6,3,3,5,0,0,0,0,0,0,2,6,0,9,6,3,40,28,60,01490.pdf,88
2289.HK,6,14,69,14,5,4,5,1,1,0,0,0,1,6,13,1,16,10,5,49,29,50,02289.pdf,88
1269.HK,23,26,67,31,11,7,23,9,14,0,0,9,14,25,27,9,34,37,11,62,45,42,01269.pdf,88
1631.HK,6,9,75,8,4,0,7,2,3,0,0,0,3,7,7,2,13,8,4,49,43,57,01631.pdf,88
1265.HK,13,12,78,17,3,7,5,2,1,0,0,0,1,4,16,2,25,14,3,69,48,36,01265.pdf,88
1959.HK,7,17,66,12,7,4,10,3,1,0,0,0,1,13,16,3,15,11,7,38,38,67,01959.pdf,88
1853.HK,9,11,76,11,6,5,10,3,0,0,0,0,0,8,10,3,18,11,6,58,49,50,01853.pdf,88
0436.HK,9,17,67,23,14,4,21,0,1,0,0,4,1,11,25,0,22,13,14,56,25,38,00436.pdf,88
